query,label,complexity,recommended_llm,needs_followup,distractor_label,biomarkers,is_high_risk,query_length
Compare allergenic potential of lupin vs soy in milk-allergic children in Nigeria,comparison,4,Mistral,True,recommendation,[],False,10
How effective is epicutaneous immunotherapy for peanut allergy?,general,4,Mistral,False,therapy,[],True,7
"What nutrients require monitoring during oral immunotherapy?,general",4,Mistral,False,recommendation,['protein',['calories'],False,7
Nutrition therapy for a 7yo with cystic fibrosis and CFRD on insulin in India,therapy,5,Mistral,False,recommendation,['hba1c'],True,11
"Recommend high-energy, low-carb local meals for a child with CFRD in South Africa",recommendation,5,Mistral,True,therapy,['carbohydrate'],True,11
Compare glycemic impact of plantain vs yam in CFRD children in Kenya,comparison,4,Mistral,True,therapy,['glycemic_index'],False,11
How does CFRD affect pancreatic enzyme dosing?,general,4,Mistral,False,recommendation,[],False,7
What is the role of annual oral glucose tolerance test in CF?,general,4,Mistral,False,therapy,[],False,9
Medical nutrition therapy for a 5yo with phenylketonuria (Phe 520 µmol/L) in Nigeria,therapy,5,Mistral,False,recommendation,['phenylalanine'],True,11
Recommend low-Phe local grains for a child with PKU in Ghana,recommendation,5,Mistral,True,therapy,['phenylalanine'],True,10
Compare tyrosine content in medical formula vs natural foods for PKU in India,comparison,4,Mistral,True,recommendation,['tyrosine'],False,12
How is blood Phe monitored in resource-limited settings?,general,4,Mistral,False,therapy,['phenylalanine'],True,8
What are neurocognitive outcomes in late-diagnosed PKU?,general,4,Mistral,False,recommendation,[],True,7
Ketogenic diet for a 6yo with West syndrome in Kenya,therapy,5,Mistral,False,recommendation,['weight'],True,8
"Recommend selenium and carnitine monitoring schedule for long-term keto in Nigeria,recommendation",4,Mistral,True,therapy,['selenium',['carnitine'],True,11
Compare urine ketone vs blood beta-hydroxybutyrate monitoring in pediatric keto in Ghana,comparison,4,Mistral,True,therapy,['ketones'],False,12
"How does the ketogenic diet affect bone mineral density?,general",4,Mistral,False,recommendation,['calcium',['vitamin_d'],True,8
What is the role of citrate supplementation in keto-induced kidney stones?,general,4,Mistral,False,therapy,['citrate'],True,9
Nutrition therapy for a 8yo with CKD stage 3 and hyperphosphatemia in India,therapy,5,Mistral,False,recommendation,['phosphate'],True,10
Recommend phosphate binder timing with local meals in South Africa,recommendation,5,Mistral,True,therapy,['phosphate'],True,9
Compare potassium content in boiled vs soaked leafy greens for CKD in Nigeria,comparison,4,Mistral,True,therapy,['potassium'],False,12
How does metabolic acidosis contribute to muscle wasting in CKD?,general,4,Mistral,False,recommendation,[],True,8
What is the target serum bicarbonate in pediatric CKD?,general,4,Mistral,False,therapy,['bicarbonate'],False,8
Medical nutrition therapy for a 5yo with Crohn’s disease and vitamin D deficiency in Kenya,therapy,5,Mistral,False,recommendation,['vitamin_d'],True,11
"Recommend high-vitamin D, low-fiber foods for a child with IBD in Ghana",recommendation,5,Mistral,True,therapy,['vitamin_d'],True,10
Compare fecal calprotectin response to exclusive enteral nutrition vs steroids in Nigeria,comparison,4,Mistral,True,therapy,['fecal_calprotectin'],False,11
How does exclusive enteral nutrition affect growth in Crohn’s?,general,4,Mistral,False,recommendation,['weight'],True,8
What is the role of vitamin D in mucosal healing in IBD?,general,4,Mistral,False,therapy,['vitamin_d'],True,8
"Recommend thickened, nutrient-dense smoothies for a 4yo with GERD and poor intake in India",recommendation,4,Mistral,True,therapy,[],False,11
Medical nutrition therapy for a 3yo with eosinophilic esophagitis on topical steroids in South Africa,therapy,5,Mistral,False,recommendation,[],True,11
Compare six-food elimination diet efficacy vs PPI therapy in Nigeria,comparison,4,Mistral,True,therapy,[],False,9
How is EoE remission confirmed endoscopically?,general,4,Mistral,False,recommendation,[],False,6
What is the role of dietary reintroduction in EoE management?,general,4,Mistral,False,therapy,[],False,8
Compare growth outcomes in preterm infants fed fortified human milk vs formula in Kenya,comparison,4,Mistral,True,therapy,[],False,11
How does kangaroo care affect preterm feeding progression?,general,4,Mistral,False,recommendation,[],True,7
Recommend strategies to prevent iron deficiency in ex-preterm infants in Ghana,recommendation,4,Mistral,True,therapy,['iron'],True,10
Medical nutrition therapy for a 7-month-old with preterm history and vitamin D deficiency in Nigeria,therapy,5,Mistral,False,recommendation,['vitamin_d'],True,13
What is the role of sunlight exposure in preterm vitamin D status?,general,4,Mistral,False,therapy,['vitamin_d'],False,8
Recommend carb distribution for a 14yo with T1D on college schedule in India,recommendation,4,Mistral,True,therapy,['carbohydrate'],True,11
Compare insulin pump site rotation strategies in hot climates in South Africa,comparison,3,TinyLlama,True,therapy,[],False,9
How does alcohol affect T1D in adolescents?,general,4,Mistral,False,recommendation,[],True,6
Medical nutrition therapy for a 16yo with T1D and pregnancy in Nigeria,therapy,5,Mistral,False,recommendation,['hba1c'],True,10
Recommend preconception folic acid dose for adolescents with T1D in Kenya,recommendation,4,Mistral,True,therapy,['folic_acid'],True,9
Compare food allergy resolution rates by allergen in Ghana,comparison,3,TinyLlama,True,therapy,[],False,8
How does eczema severity predict food allergy persistence?,general,4,Mistral,False,recommendation,[],False,7
Recommend reintroduction protocols for resolved milk allergy in Nigeria,recommendation,4,Mistral,True,therapy,[],False,8
Medical nutrition therapy for a 7yo with food-dependent exercise-induced anaphylaxis in India,therapy,5,Mistral,False,recommendation,[],True,11
Compare safe exercise timing after eating in FDEIA in South Africa,comparison,4,Mistral,True,therapy,[],False,9
How is FDEIA diagnosed?,general,3,Mistral,False,recommendation,[],False,4
Nutrition therapy for a 9yo with CF and CFRD on insulin pump in Kenya,therapy,5,Mistral,False,recommendation,['hba1c'],True,10
Recommend pump-compatible meal timing for CFRD in Ghana,recommendation,4,Mistral,True,therapy,['carbohydrate'],True,8
Compare insulin absorption with CF-related skin changes in Nigeria,comparison,4,Mistral,True,therapy,[],False,8
How does CFRD affect lung function decline?,general,4,Mistral,False,recommendation,[],True,6
What is the role of annual OGTT in CF?,general,4,Mistral,False,therapy,[],False,7
Medical nutrition therapy for a 5yo with argininosuccinic aciduria in India,therapy,5,Mistral,False,recommendation,['ammonia'],True,9
Recommend arginine supplementation strategies in ASA in South Africa,recommendation,5,Mistral,True,therapy,['arginine'],True,8
Compare liver fibrosis risk in different urea cycle disorders in Nigeria,comparison,4,Mistral,True,therapy,[],False,9
"How is ASA monitored long-term?,general",4,Mistral,False,recommendation,['ammonia',['arginine'],False,5
What is the role of liver transplant in ASA?,general,4,Mistral,False,therapy,[],True,6
Ketogenic diet for a 6yo with myoclonic-astatic epilepsy in Kenya,therapy,5,Mistral,False,recommendation,['weight'],True,8
Recommend ways to prevent dyslipidemia on long-term keto in Nigeria,recommendation,5,Mistral,True,therapy,['lipids'],True,9
Compare lipid-lowering strategies in pediatric keto in Ghana,comparison,4,Mistral,True,therapy,['lipids'],False,8
How does the ketogenic diet affect endothelial function?,general,4,Mistral,False,recommendation,[],True,6
What is the role of omega-3 in keto cardiovascular protection?,general,4,Mistral,False,therapy,['omega_3'],False,8
"Nutrition therapy for a 12yo with CKD stage 4 and growth hormone deficiency in India,therapy",5,Mistral,False,recommendation,['egfr',['igf1'],True,11
Recommend growth hormone-compatible meals for CKD in South Africa,recommendation,5,Mistral,True,therapy,['protein'],True,8
Compare IGF-1 response to nutritional rehabilitation in CKD in Nigeria,comparison,4,Mistral,True,therapy,['igf1'],False,9
How does growth hormone affect phosphate metabolism in CKD?,general,4,Mistral,False,recommendation,['phosphate'],True,8
What is the role of rhGH in pediatric CKD?,general,4,Mistral,False,therapy,[],True,6
Medical nutrition therapy for a 7yo with ulcerative colitis and primary sclerosing cholangitis in Kenya,therapy,5,Mistral,False,recommendation,['bilirubin'],True,12
"Recommend fat-soluble vitamin monitoring for PSC-IBD in Ghana,recommendation,5,Mistral",True,therapy,['vitamin_a','vitamin_d','vitamin_e',['vitamin_k'],True,10
"Compare liver enzyme patterns in PSC vs autoimmune hepatitis in Nigeria,comparison",4,Mistral,True,therapy,['alt',['ast'],False,9
How does PSC affect nutrition in IBD?,general,4,Mistral,False,recommendation,[],True,6
What is the role of UDCA in PSC?,general,4,Mistral,False,therapy,[],False,5
"Recommend high-calorie, low-acid meals for a 5yo with GERD and esophagitis in India",recommendation,5,Mistral,True,therapy,[],True,11
Medical nutrition therapy for a 4yo with eosinophilic colitis in South Africa,therapy,5,Mistral,False,recommendation,[],True,8
Compare elimination diet efficacy in EoC vs EoE in Nigeria,comparison,4,Mistral,True,therapy,[],False,8
How is EoC diagnosed?,general,3,Mistral,False,recommendation,[],False,4
What is the natural history of EoC?,general,3,TinyLlama,False,therapy,[],False,5
Compare preterm DHA supplementation outcomes on neurodevelopment in Kenya,comparison,4,Mistral,True,therapy,['dha'],False,8
How does DHA affect visual acuity in preterms?,general,4,Mistral,False,recommendation,['dha'],False,7
Recommend DHA-rich local foods for preterm mothers in Ghana,recommendation,4,Mistral,True,therapy,['dha'],False,9
Medical nutrition therapy for a 8-month-old with preterm history and zinc deficiency in Nigeria,therapy,5,Mistral,False,recommendation,['zinc'],True,12
What is the role of zinc in preterm immune function?,general,4,Mistral,False,therapy,['zinc'],False,7
How does zinc deficiency present in preterms?,general,4,Mistral,False,recommendation,['zinc'],False,6
Recommend insulin dose adjustment for high-fat meals in a 13yo with T1D in India,recommendation,5,Mistral,True,therapy,['insulin'],True,12
"Compare fat-protein unit calculation methods in T1D in South Africa,comparison",4,Mistral,True,therapy,['fat',['protein'],False,9
How does fat affect postprandial glucose in T1D?,general,4,Mistral,False,recommendation,['glucose'],False,7
Medical nutrition therapy for a 15yo with T1D and lipohypertrophy in Nigeria,therapy,5,Mistral,False,recommendation,[],True,9
Recommend site rotation strategies with cultural clothing in Kenya,recommendation,3,TinyLlama,True,therapy,[],False,8
Compare food allergy prevalence in atopic vs non-atopic children in Ghana,comparison,3,TinyLlama,True,therapy,[],False,9
How does atopy affect food allergy severity?,general,4,Mistral,False,recommendation,[],False,6
Recommend allergy action plans for school in Nigeria,recommendation,3,TinyLlama,True,therapy,[],False,7
Medical nutrition therapy for a 6yo with food allergy and anaphylaxis to cashew in India,therapy,5,Mistral,False,recommendation,[],True,11
Compare hidden cashew sources in local Indian sweets in South Africa,comparison,4,Mistral,True,therapy,[],False,9
How is cashew allergy different from peanut?,general,4,Mistral,False,recommendation,[],False,6
Nutrition therapy for a 10yo with CF and CFRD on GLP-1 agonist in Kenya,therapy,5,Mistral,False,recommendation,['hba1c'],True,10
Recommend GLP-1 agonist-compatible meal volumes for CFRD in Ghana,recommendation,4,Mistral,True,therapy,['volume'],True,9
Compare GLP-1 agonist side effects in CFRD vs obesity in Nigeria,comparison,3,TinyLlama,True,therapy,[],False,8
How do GLP-1 agonists affect pancreatic enzyme efficacy?,general,4,Mistral,False,recommendation,[],True,7
What is the role of dual-hormone artificial pancreas in CFRD?,general,4,Mistral,False,therapy,[],True,8
"Medical nutrition therapy for a 5yo with isovaleric acidemia during illness in India,therapy",5,Mistral,False,recommendation,['ammonia',['isovalerylglycine'],True,12
Recommend glycine supplementation for isovaleric acidemia in South Africa,recommendation,5,Mistral,True,therapy,['glycine'],True,8
Compare protein tolerance in isovaleric vs propionic acidemia in Nigeria,comparison,4,Mistral,True,therapy,['protein'],False,9
How is isovaleric acidemia diagnosed?,general,4,Mistral,False,recommendation,['isovalerylglycine'],False,5
What is the odor of isovaleric acidemia?,general,3,TinyLlama,False,therapy,[],False,6
Ketogenic diet for a 7yo with Lennox-Gastaut syndrome on felbamate in Kenya,therapy,5,Mistral,False,recommendation,['weight'],True,10
"Recommend liver monitoring strategies on felbamate and keto in Nigeria,recommendation",5,Mistral,True,therapy,['alt',['ast'],True,9
Compare felbamate hepatotoxicity risk with other antiepileptics in Ghana,comparison,4,Mistral,True,therapy,[],False,8
How does felbamate affect folate metabolism?,general,4,Mistral,False,recommendation,['folate'],True,6
What is the role of folate supplementation with felbamate?,general,4,Mistral,False,therapy,['folate'],False,7
Nutrition therapy for a 13yo with CKD stage 5 and hyperkalemia in India,therapy,5,Mistral,False,recommendation,['potassium'],True,10
Recommend emergency potassium-lowering dietary strategies in South Africa,recommendation,5,Mistral,True,therapy,['potassium'],True,8
Compare potassium binders with dietary restriction in Nigeria,comparison,4,Mistral,True,therapy,['potassium'],False,8
How does hyperkalemia present in children?,general,4,Mistral,False,recommendation,['potassium'],True,6
What is the role of ECG in hyperkalemia?,general,4,Mistral,False,therapy,[],True,6
"Medical nutrition therapy for a 8yo with Crohn’s disease and iron deficiency anemia in Kenya,therapy",5,Mistral,False,recommendation,['iron',['ferritin'],True,12
Recommend IV iron vs oral iron strategies in IBD in Ghana,recommendation,5,Mistral,True,therapy,['iron'],True,9
"Compare hepcidin levels in IBD anemia vs iron deficiency in Nigeria,comparison",4,Mistral,True,therapy,['hepcidin',['ferritin'],False,9
"How does inflammation affect iron absorption in IBD?,general",4,Mistral,False,recommendation,['hepcidin',['iron'],True,8
What is the role of ferric carboxymaltose in IBD?,general,4,Mistral,False,therapy,['iron'],True,7
"Recommend thickened, low-acid, high-calorie meals for a 5yo with GERD and failure to thrive in India",recommendation,5,Mistral,True,therapy,[],True,13
Medical nutrition therapy for a 4yo with Sandifer syndrome and hiatal hernia in South Africa,therapy,5,Mistral,False,recommendation,[],True,10
Compare fundoplication outcomes with medical management in Nigeria,comparison,4,Mistral,True,therapy,[],False,8
How does hiatal hernia affect GERD severity?,general,4,Mistral,False,recommendation,[],False,6
What is the role of pH-impedance testing pre-fundoplication?,general,4,Mistral,False,therapy,[],False,7
Compare preterm probiotic supplementation strains for NEC prevention in Kenya,comparison,4,Mistral,True,therapy,[],False,9
How do probiotics affect preterm gut colonization?,general,4,Mistral,False,recommendation,[],True,6
Recommend evidence-based probiotic strains for preterms in Ghana,recommendation,4,Mistral,True,therapy,[],False,8
Medical nutrition therapy for a 9-month-old with preterm history and vitamin A deficiency in Nigeria,therapy,5,Mistral,False,recommendation,['vitamin_a'],True,13
What is the role of vitamin A in preterm lung development?,general,4,Mistral,False,therapy,['vitamin_a'],True,8
How does vitamin A deficiency present in preterms?,general,4,Mistral,False,recommendation,['vitamin_a'],False,6
Recommend carb counting for a 16yo with T1D starting university in India,recommendation,4,Mistral,True,therapy,['carbohydrate'],True,10
Compare continuous glucose monitoring accuracy in hot climates in South Africa,comparison,4,Mistral,True,therapy,['glucose'],False,8
How does travel affect T1D management?,general,4,Mistral,False,recommendation,[],False,5
Medical nutrition therapy for a 17yo with T1D and eating disorder in Nigeria,therapy,5,Mistral,False,recommendation,[],True,10
Recommend multidisciplinary team approach for T1D and eating disorders in Kenya,recommendation,4,Mistral,True,therapy,[],False,9
Compare long-term outcomes of early vs late food allergy introduction in Ghana,comparison,3,TinyLlama,True,therapy,[],False,9
Medical nutrition therapy for a 6-month-old preterm with bronchopulmonary dysplasia and failure to thrive in Nigeria,therapy,5,Mistral,False,recommendation,['weight'],True,14
Recommend calorie-dense fortifiers using local oils for preterm infants in Kenya,recommendation,4,Mistral,True,therapy,[],False,10
Compare protein requirements for preterm infants with vs without BPD in Ghana,comparison,4,Mistral,True,recommendation,['protein'],False,11
How does oxygen therapy increase energy expenditure in preterms?,general,4,Mistral,False,therapy,[],True,8
What is the role of fluid restriction in BPD management?,general,4,Mistral,False,recommendation,['fluid'],True,8
Nutrition therapy for a 7yo with type 1 diabetes and celiac disease in South Africa,therapy,5,Mistral,False,recommendation,['hba1c'],True,11
"Recommend gluten-free, low-glycemic local snacks for T1D in Nigeria",recommendation,4,Mistral,True,therapy,['glycemic_index'],True,10
Compare glycemic index of gluten-free millet pasta vs rice pasta in Kenya,comparison,3,TinyLlama,True,therapy,['glycemic_index'],False,11
How does celiac disease affect diabetes control?,general,3,Mistral,False,recommendation,[],False,6
What is the risk of DKA during gastroenteritis in children with T1D?,general,4,Mistral,False,therapy,[],True,10
Medical nutrition therapy for a 3yo with FPIES to oats in Ghana,therapy,5,Mistral,False,recommendation,[],True,9
Recommend safe grains for a child with multiple food protein allergies in India,recommendation,5,Mistral,True,therapy,[],False,11
Compare allergenic potential of quinoa vs teff in food-allergic children in South Africa,comparison,3,TinyLlama,True,recommendation,[],False,11
How is oral immunotherapy monitored nutritionally?,general,4,Mistral,False,therapy,[],False,6
"What nutrients are at risk during elimination diets for food allergy?,general,4",Mistral,False,recommendation,['calcium','vitamin_d',['protein'],True,9
Nutrition therapy for a 6yo with CF and allergic bronchopulmonary aspergillosis in Nigeria,therapy,5,Mistral,False,recommendation,[],True,12
Recommend anti-inflammatory foods for a child with CF and chronic lung inflammation in Kenya,recommendation,4,Mistral,True,therapy,[],False,12
Compare omega-3 content in local fish vs supplements for CF in Ghana,comparison,3,TinyLlama,True,therapy,['omega_3'],False,12
How does azithromycin affect gut microbiome in cystic fibrosis?,general,4,Mistral,False,therapy,[],True,8
What is the role of probiotics in CF nutrition?,general,3,Mistral,False,recommendation,[],False,8
Medical nutrition therapy for a 5yo with propionic acidemia during illness in India,therapy,5,Mistral,False,recommendation,['ammonia'],True,12
Recommend emergency regimen for a child with methylmalonic acidemia in South Africa,recommendation,5,Mistral,True,therapy,[],True,11
Compare protein tolerance in different organic acidemias in Nigeria,comparison,4,Mistral,True,therapy,['protein'],False,9
How is carnitine used in organic acidemias?,general,4,Mistral,False,recommendation,['carnitine'],True,7
"What labs indicate metabolic decompensation in IEMs?,general,4",Mistral,False,therapy,['ammonia','lactate',['glucose'],True,8
Ketogenic diet for a 4yo with infantile spasms in Kenya,therapy,5,Mistral,False,recommendation,['weight'],True,8
Recommend ways to mask MCT oil taste in local foods for keto in Nigeria,recommendation,4,Mistral,True,therapy,[],False,12
Compare seizure freedom rates with keto vs modified Atkins in Ghana,comparison,4,Mistral,True,therapy,[],False,10
"How does the ketogenic diet affect bone health?,general",4,Mistral,False,recommendation,['calcium',['vitamin_d'],True,8
What is the role of urine ketone monitoring in pediatric keto?,general,3,Mistral,False,therapy,['ketones'],False,9
Nutrition therapy for a 8yo with CKD stage 4 (eGFR 28) in India,therapy,5,Mistral,False,recommendation,['egfr'],True,10
Recommend phosphate binder-compatible meals for a child with CKD in South Africa,recommendation,5,Mistral,True,therapy,['phosphate'],True,11
Compare potassium content in cooked vs raw leafy greens for CKD in Nigeria,comparison,4,Mistral,True,therapy,['potassium'],False,12
Why is metabolic acidosis common in advanced CKD?,general,4,Mistral,False,therapy,[],True,7
What is the role of bicarbonate supplementation in pediatric CKD?,general,4,Mistral,False,recommendation,[],False,9
Medical nutrition therapy for a 5yo with ulcerative colitis in remission in Kenya,therapy,4,Mistral,False,recommendation,[],True,11
"Recommend iron-rich, low-fiber foods for a child with IBD and anemia in Ghana",recommendation,5,Mistral,True,therapy,['iron'],True,12
Compare zinc absorption in children with active vs quiescent Crohn’s in Nigeria,comparison,4,Mistral,True,therapy,['zinc'],False,12
How does exclusive enteral nutrition induce remission in Crohn’s?,general,4,Mistral,False,therapy,[],True,8
"What are nutritional risks of long-term steroid use in IBD?,general",4,Mistral,False,recommendation,['calcium',['vitamin_d'],True,9
"Recommend high-protein, low-residue meals for a 6yo with IBD in India",recommendation,5,Mistral,True,therapy,['protein'],True,11
Medical nutrition therapy for a 3yo with GERD and neurodisability in South Africa,therapy,5,Mistral,False,recommendation,[],True,11
Compare efficacy of thickened feeds vs positional management for GERD in Nigeria,comparison,3,TinyLlama,True,therapy,[],False,10
How does GERD affect nutrient absorption in neurologically impaired children?,general,4,Mistral,False,therapy,[],True,10
What are safe feeding strategies for a child with GERD and aspiration risk in Kenya?,recommendation,5,Mistral,True,therapy,[],True,13
Compare energy needs of preterm vs term infants at 6 months corrected age in Ghana,comparison,3,TinyLlama,True,therapy,[],False,12
How does bronchopulmonary dysplasia increase calorie needs in preterm infants?,general,4,Mistral,False,therapy,[],True,9
Recommend fortified local foods for a 10-month-old ex-preterm in Nigeria,recommendation,4,Mistral,True,therapy,[],False,10
Medical nutrition therapy for a 6-month-old with preterm history and cholestasis in India,therapy,5,Mistral,False,recommendation,['bilirubin'],True,12
What is the role of medium-chain triglycerides in preterm nutrition?,general,4,Mistral,False,recommendation,['fat'],False,10
Recommend carbohydrate distribution for a 9yo with T1D on pump therapy in South Africa,recommendation,4,Mistral,True,therapy,['carbohydrate'],True,12
Compare insulin sensitivity between morning and evening in T1D children in Kenya,comparison,4,Mistral,True,therapy,['insulin'],False,11
How does puberty affect insulin resistance in adolescents with T1D?,general,4,Mistral,False,recommendation,[],False,9
Medical nutrition therapy for a 12yo with T1D and eating disorder in Nigeria,therapy,5,Mistral,False,recommendation,[],True,11
Recommend strategies to manage insulin stacking in active teens with T1D in Ghana,recommendation,4,Mistral,True,therapy,[],False,12
Compare allergen introduction timing for high-risk infants in India vs WHO guidelines,comparison,3,TinyLlama,True,therapy,[],False,11
How effective is early peanut introduction in preventing allergy in Africa?,general,3,TinyLlama,False,recommendation,[],False,9
Recommend safe weaning foods for a 5-month-old with strong family allergy history in South Africa,recommendation,4,Mistral,True,therapy,[],False,13
Medical nutrition therapy for a 2yo with anaphylaxis to sesame in Nigeria,therapy,5,Mistral,False,recommendation,[],True,9
Compare hidden sesame sources in local Nigerian vs Indian processed foods,comparison,4,Mistral,True,therapy,[],False,11
How does food allergy affect school performance?,general,3,Mistral,False,recommendation,[],False,6
Nutrition therapy for a 7yo with CF and CFRD on insulin in Kenya,therapy,5,Mistral,False,recommendation,['hba1c'],True,10
"Recommend high-energy, low-carb meals for a child with CF and CFRD in Ghana",recommendation,5,Mistral,True,therapy,['carbohydrate'],True,11
Compare glycemic impact of local fruits in CF-related diabetes in Nigeria,comparison,4,Mistral,True,therapy,['glycemic_index'],False,10
What is the role of continuous glucose monitoring in CFRD?,general,4,Mistral,False,recommendation,['glucose'],False,8
How does CFRD differ from type 1 diabetes?,general,4,Mistral,False,therapy,[],False,7
Medical nutrition therapy for a 4yo with tyrosinemia on nitisinone in India,therapy,5,Mistral,False,recommendation,[],True,11
"Recommend low-tyrosine, low-phenylalanine foods for a child with tyrosinemia in South Africa,recommendation",5,Mistral,True,therapy,['tyrosine',['phenylalanine'],True,13
Compare natural protein allowance in tyrosinemia vs PKU in Nigeria,comparison,4,Mistral,True,therapy,['protein'],False,10
How is nitisinone monitored nutritionally?,general,4,Mistral,False,recommendation,[],False,5
What are ocular risks in tyrosinemia and dietary prevention?,general,4,Mistral,False,therapy,[],True,9
Ketogenic diet for a 5yo with tuberous sclerosis complex in Kenya,therapy,5,Mistral,False,recommendation,['weight'],True,9
Recommend selenium-rich foods for a child on long-term keto in Nigeria,recommendation,4,Mistral,True,therapy,['selenium'],True,10
Compare carnitine levels in children on valproate vs other antiepileptics in Ghana,comparison,4,Mistral,True,therapy,['carnitine'],False,12
How does the ketogenic diet affect lipid profiles?,general,4,Mistral,False,recommendation,['lipids'],True,8
What is the role of urine pH monitoring in keto?,general,3,Mistral,False,therapy,['ph'],False,8
"Nutrition therapy for a 6yo with CKD stage 2 and hypertension in India,therapy",5,Mistral,False,recommendation,['egfr',['sodium'],True,11
"Recommend low-sodium, low-potassium snacks for a child with CKD in South Africa,recommendation",5,Mistral,True,therapy,['sodium',['potassium'],True,12
Compare phosphate content in local dairy alternatives for CKD in Nigeria,comparison,4,Mistral,True,therapy,['phosphate'],False,11
"How does anemia develop in chronic kidney disease?,general",4,Mistral,False,therapy,['iron',['ferritin'],True,7
What is the role of erythropoietin in CKD nutrition?,general,4,Mistral,False,recommendation,[],False,8
Medical nutrition therapy for a 5yo with microscopic colitis in Kenya,therapy,4,Mistral,False,recommendation,[],True,9
Recommend low-FODMAP local foods for a child with IBS in Ghana,recommendation,4,Mistral,True,therapy,[],False,10
Compare lactose tolerance in children with post-infectious IBS in Nigeria,comparison,3,TinyLlama,True,therapy,['lactose'],False,10
How does gut dysbiosis affect nutrition in functional GI disorders?,general,4,Mistral,False,recommendation,[],True,8
What probiotics are evidence-based for pediatric IBS?,general,3,TinyLlama,False,recommendation,[],False,7
"Recommend high-calorie, easy-to-digest meals for a 4yo with GERD in India",recommendation,4,Mistral,True,therapy,[],False,11
Medical nutrition therapy for a 3yo with Sandifer syndrome in South Africa,therapy,5,Mistral,False,recommendation,[],True,9
Compare efficacy of alginate vs PPIs for infant GERD in Nigeria,comparison,3,TinyLlama,True,therapy,[],False,9
How does GERD affect sleep in children?,general,3,Mistral,False,recommendation,[],False,6
What are nutritional considerations for fundoplication surgery?,general,4,Mistral,False,therapy,[],True,7
Compare growth patterns of preterm infants fed mother's milk vs formula in Kenya,comparison,4,Mistral,True,therapy,[],False,11
How does donor human milk affect preterm gut microbiome?,general,4,Mistral,False,recommendation,[],True,8
Recommend strategies to support breastfeeding in mothers of preterm infants in Ghana,recommendation,3,TinyLlama,True,therapy,[],False,11
Medical nutrition therapy for a 5-month-old with preterm history and iron deficiency in Nigeria,therapy,5,Mistral,False,recommendation,['iron'],True,13
What is the role of lactoferrin in preterm nutrition?,general,4,Mistral,False,recommendation,[],False,7
Recommend carbohydrate counting tools for a 10yo with T1D in India,recommendation,3,TinyLlama,True,therapy,['carbohydrate'],False,9
Compare insulin pump vs MDI for glycemic variability in T1D teens in South Africa,comparison,4,Mistral,True,therapy,['glucose'],False,12
How does exercise timing affect hypoglycemia risk in T1D?,general,4,Mistral,False,recommendation,[],False,8
Medical nutrition therapy for a 13yo with T1D and insulin resistance in Kenya,therapy,5,Mistral,False,recommendation,['hba1c'],True,11
Recommend culturally appropriate meal plans for Ramadan in a child with T1D in Nigeria,recommendation,5,Mistral,True,therapy,[],True,12
Compare allergen labeling laws in Nigeria vs South Africa for food-allergic children,comparison,3,TinyLlama,True,therapy,[],False,11
How effective are school allergy action plans in Africa?,general,3,TinyLlama,False,recommendation,[],False,8
Recommend emergency epinephrine storage strategies in hot climates for allergic children in Ghana,recommendation,4,Mistral,True,therapy,[],False,12
Medical nutrition therapy for a 4yo with alpha-gal syndrome in India,therapy,5,Mistral,False,recommendation,[],True,9
Compare hidden mammalian meat derivatives in local processed foods in Nigeria,comparison,4,Mistral,True,therapy,[],False,10
How does alpha-gal differ from typical IgE-mediated allergy?,general,4,Mistral,False,recommendation,[],False,8
"Nutrition therapy for a 7yo with CF and osteopenia in South Africa,therapy",5,Mistral,False,recommendation,['vitamin_d',['calcium'],True,10
Recommend calcium-fortified local foods for a child with CF in Kenya,recommendation,4,Mistral,True,therapy,['calcium'],True,10
Compare vitamin D absorption with different CFTR modulators in Ghana,comparison,4,Mistral,True,therapy,['vitamin_d'],False,9
How do CFTR modulators affect nutritional status?,general,4,Mistral,False,recommendation,[],False,7
What is the role of DEXA scanning in CF bone health?,general,4,Mistral,False,therapy,[],False,8
Medical nutrition therapy for a 5yo with citrin deficiency in Nigeria,therapy,5,Mistral,False,recommendation,['ammonia'],True,9
"Recommend high-carbohydrate, low-protein diet for a child with citrin deficiency in India,recommendation",5,Mistral,True,therapy,['protein',['carbohydrate'],True,13
Compare sucrose tolerance in citrin deficiency vs healthy children in South Africa,comparison,4,Mistral,True,therapy,['sucrose'],False,10
How does citrin deficiency present in older children?,general,4,Mistral,False,recommendation,[],True,7
"What labs are diagnostic for citrin deficiency?,general",4,Mistral,False,therapy,['ammonia',['citrulline'],True,6
Ketogenic diet for a 6yo with Dravet syndrome on stiripentol in Kenya,therapy,5,Mistral,False,recommendation,['weight'],True,10
Recommend ways to manage stiripentol-induced appetite loss with keto in Nigeria,recommendation,5,Mistral,True,therapy,[],True,11
Compare drug interactions between clobazam and ketogenic diet in Ghana,comparison,4,Mistral,True,therapy,[],False,9
How does the ketogenic diet affect stiripentol levels?,general,4,Mistral,False,recommendation,[],True,8
What is the role of vagus nerve stimulation alongside keto?,general,3,Mistral,False,therapy,[],False,8
"Nutrition therapy for a 8yo with CKD stage 3 and growth failure in India,therapy",5,Mistral,False,recommendation,['egfr',['weight'],True,11
"Recommend growth-promoting, kidney-safe meals for a child with CKD in South Africa",recommendation,5,Mistral,True,therapy,['protein'],True,11
