id,query,label,complexity,recommended_llm,needs_followup,distractor_label,biomarkers,is_high_risk,has_biomarker
2406,How do the biochemical impacts of polyphenol differ from protein in pediatric diets?,comparison,2,Mistral,True,,['protein'],False,True
2244,Explain the relationship between the Food Composition Table and dietary assessment.,general,2,TinyLlama,False,,[],False,False
812,What's the suggested daily fiber intake for people with diverticulosis?,recommendation,3,Mistral,True,,['fiber'],False,True
2474,Which has higher protein digestibility: millet porridge or maize flour?,comparison,4,TinyLlama,False,,['protein'],False,True
1720,Compare the effects of ferrous sulfate and folic acid on calcium absorption.,comparison,3,TinyLlama,True,recommendation,['calcium'],False,True
3442,How does vitamin D affect metabolic pathways in the human body?,general,3,TinyLlama,True,,['vitamin d'],False,True
2248,How can clinical dietitians use phytate composition data in patient care?,general,4,Mistral,False,,['phytate'],False,True
3126,Advise dietary changes for reducing phytate intake in adolescents.,recommendation,2,Mistral,False,,['phytate'],False,True
2712,Outline a clinical nutrition plan for managing osteoporosis with low-phytate foods.,therapy,3,Mistral,True,,['phytate'],False,True
402,What is the phytate content of unfermented ogi?,general,3,Mistral,False,,['phytate'],False,True
561,What foods are high in vitamin K?,general,2,TinyLlama,False,therapy,['vitamin k'],False,True
548,What foods should I avoid with gout?,therapy,4,Mistral,True,recommendation,[],True,False
778,What fat intake is ideal for people with chylomicron retention disease?,recommendation,5,Mistral,True,,[],False,False
600,How much biotin is in a single egg?,general,2,TinyLlama,False,recommendation,[],False,False
1048,Which is better for gut microbiome: palm wine or fermented cassava?,comparison,4,Mistral,True,,[],False,False
204,Nutrition therapy for autoimmune disorder (Grave's disease) with TSH 0.1,therapy,5,Mistral,False,,[],True,False
2061,Outline a clinical nutrition plan for managing celiac disease with low-phytate foods.,therapy,5,Mistral,False,,['phytate'],True,True
1947,Suggest foods from the Food Composition Table rich in vitamin B12 for children under 5.,recommendation,5,Mistral,True,,[],False,False
2609,Recommend a supplementation strategy for improving magnesium status in osteoporosis.,recommendation,2,Mistral,False,,['magnesium'],False,True
2844,Explain the relationship between the Food Composition Table and dietary assessment.,general,2,TinyLlama,False,,[],False,False
2077,How should a patient with iron-deficiency anemia adjust their nutritional plan to improve calcium absorption?,therapy,2,Mistral,False,,"['calcium', 'iron']",False,True
2261,How does zinc affect metabolic pathways in the human body?,general,3,TinyLlama,False,,['zinc'],False,True
1898,Contrast the phytate amounts in millet porridge and quinoa based on the Food Composition Table.,comparison,5,Mistral,True,,['phytate'],False,True
2595,Recommend dietary changes for reducing phytate intake in elderly patients.,recommendation,5,TinyLlama,False,,['phytate'],False,True
250,Diet plan for osteoporosis with history of fragility fracture,therapy,5,Mistral,False,,[],True,False
1454,Outline a clinical nutrition plan for managing type 2 diabetes with low-phytate foods.,therapy,5,TinyLlama,False,,['phytate'],True,True
2886,How can clinical dietitians use phytate composition data in patient care?,general,5,Mistral,True,,['phytate'],False,True
1727,How do the biochemical impacts of polyphenol differ from protein in pediatric diets?,comparison,2,TinyLlama,False,therapy,['protein'],False,True
512,Compare the vitamin C content in oranges and lemons,comparison,2,TinyLlama,False,recommendation,['vitamin c'],False,True
1819,"Among them, option possesses greater protein digestibility: millet porridge or yam flour?",comparison,3,TinyLlama,True,,['protein'],False,True
1494,Create a therapeutic diet for iron-deficiency anemia based on the Food Composition Table.,therapy,4,Mistral,False,,['iron'],True,True
160,How much vitamin E should someone with ataxia-telangiectasia consume daily?,recommendation,5,Mistral,True,,[],False,False
318,What is the role of selenium in thyroid function?,general,4,Mistral,False,,[],False,False
2686,Create a therapeutic diet for iron-deficiency anemia based on the Food Composition Table.,therapy,3,TinyLlama,False,,['iron'],False,True
794,What protein intake is ideal for children with MSUD?,recommendation,5,Mistral,True,,['protein'],False,True
460,What's the recommended daily sodium limit for someone with hypertension?,recommendation,3,Mistral,True,,['sodium'],False,True
1751,Suggest plant-based alternatives high in iron for chronic kidney disease.,recommendation,4,Mistral,True,therapy,['iron'],False,True
1658,Describe the biochemical mechanisms of vitamin D absorption.,general,4,TinyLlama,True,,['vitamin d'],False,True
1352,Suggest plant-based alternatives high in vitamin B12 for malnutrition.,recommendation,5,TinyLlama,False,,[],False,False
2160,Propose a therapy combining dietary and supplement interventions for celiac disease.,therapy,2,Mistral,False,,[],False,False
3388,How does zinc affect metabolic pathways in the human body?,general,5,TinyLlama,False,,['zinc'],False,True
3160,Advise a supplementation strategy for improving magnesium status in chronic kidney disease.,recommendation,3,Mistral,True,,['magnesium'],False,True
48,Compare zinc levels in fresh vs dried crayfish,comparison,3,TinyLlama,True,,['zinc'],False,True
1856,What contains greater protein digestibility: cassava flour or oats?,comparison,5,Mistral,False,,['protein'],False,True
2787,What is the role of phytates in human biochemistry?,general,3,TinyLlama,True,,['phytate'],False,True
1884,Evaluate the effects of calcium carbonate and folic acid on calcium absorption.,comparison,1,TinyLlama,True,,['calcium'],False,True
3577,Suggest plant-based alternatives high in calcium for iron-deficiency anemia.,recommendation,1,TinyLlama,True,general,"['calcium', 'iron']",False,True
307,What to eat with Wilson's disease and ceruloplasmin 10 mg/dL?,therapy,5,Mistral,False,,[],True,False
1812,Examine ketogenic vs omnivorous for iron bioavailability in patients with anemia.,comparison,1,Mistral,True,,['iron'],False,True
673,How does iron content compare between traditional Nigerian and Ghanaian soups?,comparison,3,TinyLlama,True,,['iron'],False,True
3095,How do the biochemical impacts of zinc differ from vitamin C in pediatric diets?,comparison,4,Mistral,False,,"['vitamin c', 'zinc']",False,True
1336,Suggest foods from the Food Composition Table rich in zinc for adolescents.,recommendation,1,Mistral,False,,['zinc'],False,True
803,What daily vitamin D intake is recommended for children with hypocalcemic seizures?,recommendation,5,Mistral,True,,['vitamin d'],False,True
2018,Propose dietary changes for reducing phytate intake in adolescents.,recommendation,1,TinyLlama,False,,['phytate'],False,True
2303,Explain the relationship between the Food Composition Table and dietary assessment.,general,1,Mistral,False,therapy,[],False,False
827,What daily vitamin D intake is recommended for children with rickets?,recommendation,5,Mistral,True,,['vitamin d'],False,True
411,What is the best diet for autoimmune diseases?,therapy,4,Mistral,True,recommendation,[],True,False
3494,How does calcium affect metabolic pathways in the human body?,general,1,Mistral,True,,['calcium'],False,True
689,How does calcium absorption compare between traditional and fortified plant milks?,comparison,4,Mistral,True,,['calcium'],False,True
1224,Compare the phytate levels in lentils and oats based on the Food Composition Table.,comparison,1,TinyLlama,True,,['phytate'],False,True
3158,Suggest a supplementation strategy for improving zinc status in stunted growth.,recommendation,3,TinyLlama,False,,['zinc'],False,True
3290,Outline a clinical nutrition plan for managing iron-deficiency anemia with low-phytate foods.,therapy,3,TinyLlama,False,,"['iron', 'phytate']",False,True
886,Dietary management recommendations for rheumatoid arthritis with CRP 15 mg/L,therapy,5,Mistral,False,,[],True,False
1429,Suggest foods from the Food Composition Table rich in magnesium for children under 5.,recommendation,4,Mistral,False,,['magnesium'],False,True
1871,What shows more protein digestibility: brown rice or yam flour?,comparison,4,TinyLlama,True,,['protein'],False,True
2445,How do the biochemical impacts of polyphenol differ from calcium in pediatric diets?,comparison,3,Mistral,True,,['calcium'],False,True
1964,Propose a supplementation strategy for improving iron status in chronic kidney disease.,recommendation,3,TinyLlama,True,,['iron'],False,True
2969,Recommend a supplementation strategy for improving iron status in malnutrition.,recommendation,2,TinyLlama,True,general,['iron'],False,True
2139,Create a therapeutic meal plan for kidney stones based on the Food Composition Table.,therapy,2,TinyLlama,True,,[],False,False
1989,Suggest dietary changes for reducing phytate intake in pregnant women.,recommendation,5,Mistral,True,,['phytate'],False,True
1041,How do vitamin K levels compare between raw kale and fermented soy products?,comparison,3,TinyLlama,True,,['vitamin k'],False,True
1766,Which has higher protein digestibility: brown rice or sorghum?,comparison,5,TinyLlama,False,therapy,['protein'],False,True
647,How does vitamin D3 compare between fortified milk and egg yolks?,comparison,3,TinyLlama,True,,['vitamin d'],False,True
306,What foods contain the most vitamin C?,general,2,TinyLlama,False,,['vitamin c'],False,True
3475,Explain the relationship between the Food Composition Table and dietary assessment.,general,4,TinyLlama,False,,[],False,False
817,What daily folate intake is recommended for people with neural tube defect history?,recommendation,5,Mistral,True,,[],False,False
473,How much protein should a child with marasmus consume daily?,recommendation,5,Mistral,True,,['protein'],False,True
2634,What is the best way to enhance vitamin B12 absorption for children under 5?,recommendation,4,TinyLlama,False,,[],False,False
1326,Recommend dietary changes for reducing phytate intake in adolescents.,recommendation,2,Mistral,False,,['phytate'],False,True
2053,How should a patient with type 2 diabetes adjust their meal plan to improve iron absorption?,therapy,3,Mistral,True,,['iron'],False,True
1894,"In your view, which option contains elevated protein digestibility: brown rice or maize flour?",comparison,4,Mistral,True,,['protein'],False,True
3360,Propose a therapy combining dietary and supplement interventions for celiac disease.,therapy,2,Mistral,False,,[],False,False
2576,What is the best way to enhance magnesium absorption for adolescents?,recommendation,5,TinyLlama,True,,['magnesium'],False,True
2873,How does zinc affect metabolic pathways in the human body?,general,5,Mistral,False,,['zinc'],False,True
2028,What is the best way to enhance calcium absorption for adolescents?,recommendation,3,Mistral,True,,['calcium'],False,True
1183,How much zinc should I take for immune system support?,recommendation,4,Mistral,True,therapy,['zinc'],False,True
1178,What is the best diet for managing menopause symptoms?,therapy,4,Mistral,True,recommendation,[],True,False
92,Which has higher beta-carotene: fresh vs cooked carrots?,comparison,2,TinyLlama,True,,[],False,False
2060,Design a dietary intervention for improving iron status in osteoporosis.,therapy,5,TinyLlama,True,,['iron'],True,True
2977,Suggest plant-based alternatives high in calcium for iron-deficiency anemia.,recommendation,1,TinyLlama,True,general,"['calcium', 'iron']",False,True
2746,Propose a therapy combining dietary and supplement interventions for celiac disease.,therapy,1,TinyLlama,False,,[],False,False
3051,Examine low-phytate vs DASH for iron bioavailability in patients with anemia.,comparison,1,Mistral,True,,"['iron', 'phytate']",False,True
3425,How does iron affect metabolic pathways in the human body?,general,3,TinyLlama,True,,['iron'],False,True
3491,Explain the relationship between the Food Composition Table and dietary assessment.,general,5,Mistral,True,,[],False,False
3191,Suggest plant-based alternatives high in magnesium for stunted growth.,recommendation,4,TinyLlama,True,,['magnesium'],False,True
1447,Recommend a supplementation strategy for improving vitamin B12 status in malnutrition.,recommendation,2,Mistral,False,,[],False,False
3298,Design a dietary intervention for improving zinc status in osteoporosis.,therapy,4,TinyLlama,False,,['zinc'],True,True
259,How much vitamin D should someone with osteoporosis consume daily?,recommendation,4,Mistral,True,,['vitamin d'],False,True
1926,Advise dietary changes for reducing phytate intake in adolescents.,recommendation,2,Mistral,False,,['phytate'],False,True
196,What's the recommended daily vitamin A intake for a child with xerophthalmia?,recommendation,5,Mistral,True,,['vitamin a'],False,True
3138,Suggest a supplementation strategy for improving zinc status in stunted growth.,recommendation,5,Mistral,False,,['zinc'],False,True
2203,How does iron affect metabolic pathways in the human body?,general,2,TinyLlama,True,,['iron'],False,True
293,Dietary management for IBS-D with positive lactose breath test,therapy,5,Mistral,False,,[],True,False
3048,Evaluate the effects of zinc gluconate and fish oil on calcium absorption.,comparison,4,TinyLlama,False,,"['calcium', 'zinc']",False,True
2927,How do the biochemical impacts of polyphenol differ from protein in pediatric diets?,comparison,2,TinyLlama,False,therapy,['protein'],False,True
1712,How can clinical dietitians use phytate composition data in patient care?,general,4,Mistral,True,recommendation,['phytate'],False,True
1081,What daily zinc intake is recommended for a 5-year-old with stunted growth?,recommendation,5,Mistral,True,,['zinc'],False,True
1140,How much vitamin C is in a glass of freshly squeezed orange juice?,general,2,TinyLlama,False,recommendation,['vitamin c'],False,True
65,Compare potassium content: fresh vs dried bananas,comparison,2,TinyLlama,True,,['potassium'],False,True
1537,Outline a clinical nutrition plan for managing osteoporosis with low-phytate foods.,therapy,3,TinyLlama,False,,['phytate'],False,True
3189,Suggest dietary changes for reducing phytate intake in pregnant women.,recommendation,5,Mistral,True,,['phytate'],False,True
2942,Compare the effects of calcium carbonate and ascorbic acid on calcium absorption.,comparison,1,Mistral,False,general,['calcium'],False,True
3104,Contrast the phytate amounts in brown rice and yam flour based on the Food Composition Table.,comparison,1,Mistral,True,,['phytate'],False,True
2914,Create a therapeutic diet for iron-deficiency anemia based on the Food Composition Table.,therapy,5,Mistral,True,general,['iron'],True,True
534,What are the health benefits of green tea?,general,2,TinyLlama,False,therapy,[],False,False
2813,How can clinical dietitians use phytate composition data in patient care?,general,1,Mistral,True,,['phytate'],False,True
745,What daily folate intake is recommended for pregnant women?,recommendation,3,Mistral,True,,[],False,False
680,Which has less oxalate: raw amaranth or cooked jute leaves?,comparison,3,TinyLlama,True,,[],False,False
1580,Describe the biochemical mechanisms of iron absorption.,general,4,Mistral,False,,['iron'],False,True
1252,Compare the effects of magnesium citrate and vitamin K2 on calcium absorption.,comparison,1,TinyLlama,True,,"['calcium', 'magnesium', 'vitamin k']",False,True
1691,Explain the relationship between the Food Composition Table and dietary assessment.,general,5,Mistral,True,,[],False,False
857,What daily iron intake is recommended for pregnant women in Nigeria?,recommendation,4,Mistral,True,,['iron'],False,True
688,Which African legume has the highest cysteine: bambara nut or cowpea?,comparison,3,TinyLlama,True,,[],False,False
653,How does iron content compare between traditional Nigerian and Ghanaian soups?,comparison,3,TinyLlama,True,,['iron'],False,True
3374,Propose a therapy combining dietary and supplement interventions for type 2 diabetes.,therapy,2,TinyLlama,False,,[],False,False
1625,How does iron affect metabolic pathways in the human body?,general,3,TinyLlama,True,,['iron'],False,True
2946,Suggest foods from the Food Composition Table rich in vitamin B12 for children under 5.,recommendation,3,TinyLlama,True,general,[],False,False
3568,How does vitamin D affect metabolic pathways in the human body?,general,2,Mistral,False,comparison,['vitamin d'],False,True
3424,Describe the biochemical mechanisms of vitamin D absorption.,general,3,Mistral,False,,['vitamin d'],False,True
1689,How does zinc affect metabolic pathways in the human body?,general,1,TinyLlama,True,,['zinc'],False,True
1567,Design a dietary intervention for improving vitamin D status in type 2 diabetes.,therapy,5,Mistral,False,,['vitamin d'],True,True
1383,Recommend dietary changes for reducing phytate intake in pregnant women.,recommendation,2,Mistral,True,,['phytate'],False,True
488,What's the recommended daily potassium intake for someone with hypokalemia?,recommendation,5,Mistral,True,,['potassium'],False,True
2463,How do the biochemical impacts of polyphenol differ from calcium in pediatric diets?,comparison,3,TinyLlama,True,,['calcium'],False,True
3542,Assess the effects of calcium carbonate and ascorbic acid on calcium absorption.,comparison,1,Mistral,False,general,['calcium'],False,True
1077,What daily selenium intake is recommended for people with thyroid issues?,recommendation,4,Mistral,True,,[],False,False
1309,Which has higher protein digestibility: millet porridge or yam flour?,comparison,5,TinyLlama,True,,['protein'],False,True
966,Nutrition plan recommendations for CKD stage 4 with phosphorus level of 5.2 mg/dL,therapy,5,Mistral,False,,['phosphorus'],True,True
3090,Assess high-fiber vs vegan for iron bioavailability in patients with anemia.,comparison,3,TinyLlama,False,,"['fiber', 'iron']",False,True
2233,What is the role of phytates in human biochemistry?,general,4,TinyLlama,False,,['phytate'],False,True
2056,Outline a clinical nutrition plan for managing osteoporosis with low-phytate foods.,therapy,5,TinyLlama,False,,['phytate'],True,True
559,Is intermittent fasting safe for people with diabetes?,therapy,4,Mistral,True,general,[],True,False
316,Diet therapy for rheumatoid arthritis with methotrexate treatment,therapy,5,Mistral,False,,[],True,False
736,What's the suggested daily water intake for people living in Ghanaian climate?,recommendation,3,Mistral,True,,[],False,False
421,Explain how insulin regulates blood sugar,general,4,Mistral,False,,[],False,False
25,Compare potassium content in fresh vs dried bananas,comparison,2,TinyLlama,True,,['potassium'],False,True
1666,How does calcium affect metabolic pathways in the human body?,general,5,TinyLlama,True,,['calcium'],False,True
741,What daily vitamin B12 intake is recommended for vegans?,recommendation,3,Mistral,True,,[],False,False
537,How much magnesium should I take for muscle cramps?,recommendation,4,Mistral,True,therapy,['magnesium'],False,True
16,What should I eat if I have celiac disease and iron deficiency anemia (ferritin 8 ng/mL)?,therapy,5,Mistral,False,,"['ferritin', 'iron']",True,True
2395,How does vitamin D affect metabolic pathways in the human body?,general,1,Mistral,False,therapy,['vitamin d'],False,True
3029,Assess the effects of magnesium citrate and potassium chloride on calcium absorption.,comparison,5,Mistral,False,,"['calcium', 'magnesium', 'potassium']",False,True
1570,How should a patient with celiac disease adjust their diet to improve magnesium absorption?,therapy,4,Mistral,False,,['magnesium'],True,True
1578,Explain the relationship between the Food Composition Table and dietary assessment.,general,3,TinyLlama,True,,[],False,False
3106,Evaluate the effects of calcium carbonate and fish oil on calcium absorption.,comparison,2,Mistral,False,,['calcium'],False,True
368,What should I eat if I have MCAD deficiency with carnitine 15 µmol/L?,therapy,5,Mistral,False,,[],True,False
3247,Advise a supplementation strategy for improving vitamin B12 status in malnutrition.,recommendation,2,Mistral,False,,[],False,False
861,What daily magnesium intake is recommended for people with insulin resistance?,recommendation,4,Mistral,True,,['magnesium'],False,True
515,Can I eat eggs if I have high cholesterol?,therapy,3,Mistral,True,general,['cholesterol'],False,True
158,What's the ideal carbohydrate intake for a child with reactive hypoglycemia?,recommendation,4,Mistral,True,,[],False,False
2306,"Among them, option shows more protein digestibility: wheat bread or maize flour?",comparison,3,Mistral,False,recommendation,['protein'],False,True
298,Diet therapy for Crohn's disease with CRP 25 mg/L,therapy,5,Mistral,False,,[],True,False
3377,How does magnesium affect metabolic pathways in the human body?,general,3,Mistral,True,,['magnesium'],False,True
1629,How does zinc affect metabolic pathways in the human body?,general,2,Mistral,False,,['zinc'],False,True
1421,What is the best way to enhance vitamin B12 absorption for adolescents?,recommendation,2,Mistral,False,,[],False,False
331,Nutrition therapy for hypertension with sodium 150 mmol/L,therapy,5,Mistral,False,,['sodium'],True,True
288,Diet therapy for ulcerative colitis in remission with calprotectin 120 µg/g,therapy,5,Mistral,False,,[],True,False
309,Diet therapy for Ehlers-Danlos syndrome with POTS,therapy,5,Mistral,False,,[],True,False
1422,Suggest foods from the Food Composition Table rich in calcium for pregnant women.,recommendation,4,Mistral,True,,['calcium'],False,True
314,Dietary management for celiac disease with persistent symptoms despite gluten-free diet,therapy,5,Mistral,False,,[],True,False
2637,What is the best way to enhance calcium absorption for pregnant women?,recommendation,2,TinyLlama,False,,['calcium'],False,True
1824,Contrast the phytate concentrations in lentils and oats based on the Food Composition Table.,comparison,1,TinyLlama,True,,['phytate'],False,True
2854,How can clinical dietitians use phytate composition data in patient care?,general,5,Mistral,True,,['phytate'],False,True
2797,What is the role of phytates in human biochemistry?,general,3,TinyLlama,True,,['phytate'],False,True
1853,How do the biochemical impacts of zinc differ from calcium in pediatric diets?,comparison,5,TinyLlama,True,,"['calcium', 'zinc']",False,True
1840,Assess ketogenic vs low-carb for iron bioavailability in patients with anemia.,comparison,2,Mistral,True,,['iron'],False,True
247,How much protein should a child with marasmus consume daily?,recommendation,5,Mistral,True,,['protein'],False,True
455,How much iron should a menstruating woman consume daily?,recommendation,3,Mistral,True,,['iron'],False,True
1675,Explain the relationship between the Food Composition Table and dietary assessment.,general,4,TinyLlama,False,,[],False,False
1223,How do the biochemical impacts of phytate differ from vitamin C in pediatric diets?,comparison,1,Mistral,True,,"['phytate', 'vitamin c']",False,True
813,What daily vitamin D intake is recommended for people with sarcopenia?,recommendation,4,Mistral,True,,['vitamin d'],False,True
3493,How does magnesium affect metabolic pathways in the human body?,general,5,Mistral,False,,['magnesium'],False,True
3217,What is the best way to enhance zinc absorption for elderly patients?,recommendation,3,Mistral,True,,['zinc'],False,True
1083,What daily iron intake is recommended for breastfeeding women?,recommendation,3,Mistral,True,,['iron'],False,True
407,How much vitamin D is in a serving of salmon?,general,2,TinyLlama,False,recommendation,['vitamin d'],False,True
2935,Recommend dietary changes for reducing phytate intake in elderly patients.,recommendation,1,Mistral,False,therapy,['phytate'],False,True
676,"Which traditional preparation—ogi,  akamu,  or kenkey—lowers phytate most?",comparison,4,Mistral,True,,['phytate'],False,True
17,Compare protein digestibility of boiled vs roasted groundnuts,comparison,3,TinyLlama,True,,['protein'],False,True
1784,How should a patient with kidney stones adjust their diet to improve magnesium absorption?,therapy,4,Mistral,False,comparison,['magnesium'],True,True
3352,Create a therapeutic nutritional plan for celiac disease based on the Food Composition Table.,therapy,3,TinyLlama,False,,[],False,False
323,Explain how insulin regulates blood sugar,general,4,Mistral,False,,[],False,False
3120,What contains greater protein digestibility: millet porridge or maize flour?,comparison,5,TinyLlama,False,,['protein'],False,True
1862,Examine the phytate amounts in lentils and quinoa based on the Food Composition Table.,comparison,5,Mistral,True,,['phytate'],False,True
2618,Recommend dietary changes for reducing phytate intake in adolescents.,recommendation,1,TinyLlama,False,,['phytate'],False,True
738,What carbohydrate intake is ideal for diabetic patients?,recommendation,3,Mistral,True,,[],False,False
22,Compare vitamin K levels in raw kale vs fermented soy (natto),comparison,3,TinyLlama,True,,['vitamin k'],False,True
2893,How does magnesium affect metabolic pathways in the human body?,general,5,Mistral,False,,['magnesium'],False,True
917,Nutrition plan recommendations for osteopenia with vitamin D level of 18 ng/mL,therapy,5,Mistral,False,,['vitamin d'],True,True
1189,Is it healthy to eat late at night before bed?,general,2,TinyLlama,True,recommendation,[],False,False
1600,What is the role of phytates in human biochemistry?,general,5,TinyLlama,False,,['phytate'],False,True
378,What foods should I eat before a marathon?,recommendation,4,Mistral,True,therapy,[],False,False
656,"Which traditional preparation—ogi,  akamu,  or kenkey—lowers phytate most?",comparison,4,Mistral,True,,['phytate'],False,True
364,What to eat with type 1 diabetes and celiac disease comorbidity?,therapy,5,Mistral,False,,[],True,False
3329,Design a dietary intervention for improving calcium status in type 2 diabetes.,therapy,3,Mistral,True,,['calcium'],False,True
2276,What is the role of phytates in human biochemistry?,general,2,TinyLlama,True,,['phytate'],False,True
978,Diet plan recommendations for osteoporosis with history of vertebral fracture,therapy,5,Mistral,False,,[],True,False
2111,Design a dietary intervention for improving vitamin D status in osteoporosis.,therapy,5,TinyLlama,False,,['vitamin d'],True,True
3246,Suggest foods from the Food Composition Table rich in zinc for athletes.,recommendation,2,Mistral,False,,['zinc'],False,True
3107,What possesses greater protein digestibility: cassava flour or yam flour?,comparison,2,Mistral,True,,['protein'],False,True
2773,How should a patient with celiac disease adjust their diet to improve vitamin D absorption?,therapy,5,TinyLlama,False,,['vitamin d'],True,True
2967,How should a patient with iron-deficiency anemia adjust their diet to improve zinc absorption?,therapy,4,Mistral,True,recommendation,"['iron', 'zinc']",True,True
3036,Assess vegetarian vs omnivorous for iron bioavailability in patients with anemia.,comparison,3,Mistral,True,,['iron'],False,True
2501,Compare Mediterranean vs vegan for iron bioavailability in patients with anemia.,comparison,1,Mistral,True,,['iron'],False,True
660,Which has less oxalate: raw amaranth or cooked jute leaves?,comparison,3,TinyLlama,True,,[],False,False
1019,How does carnitine shuttle work for fatty acid oxidation?,general,5,Mistral,False,,[],False,False
1574,Propose a therapy combining dietary and supplement interventions for type 2 diabetes.,therapy,2,TinyLlama,False,,[],False,False
31,Compare phytate reduction: soaking vs sprouting vs fermenting cowpeas,comparison,4,Mistral,True,,['phytate'],False,True
770,What protein intake is ideal for children with cystic fibrosis?,recommendation,5,Mistral,True,,['protein'],False,True
2136,How should a patient with type 2 diabetes adjust their meal plan to improve vitamin D absorption?,therapy,1,TinyLlama,False,,['vitamin d'],False,True
2328,How can clinical dietitians use phytate composition data in patient care?,general,4,Mistral,True,recommendation,['phytate'],False,True
24,Which has higher tryptophan: unfermented vs fermented soy?,comparison,3,TinyLlama,True,,[],False,False
969,Nutrition management recommendations for anorexia nervosa with hypokalemia (K+ 2.8 mmol/L),therapy,5,Mistral,False,,[],True,False
415,Can I eat cheese if I'm lactose intolerant?,general,2,TinyLlama,True,therapy,[],False,False
2181,What is the role of phytates in human biochemistry?,general,5,TinyLlama,False,,['phytate'],False,True
1740,What is the role of phytates in human biochemistry?,general,2,TinyLlama,True,therapy,['phytate'],False,True
3540,What is the role of phytates in human biochemistry?,general,2,TinyLlama,True,therapy,['phytate'],False,True
2806,How can clinical dietitians use phytate composition data in patient care?,general,4,Mistral,True,,['phytate'],False,True
340,What to eat with cystic fibrosis and CFRD (cystic fibrosis-related diabetes)?,therapy,5,Mistral,False,,[],True,False
3578,Describe the biochemical mechanisms of zinc absorption.,general,5,Mistral,False,comparison,['zinc'],False,True
475,How much vitamin D should a breastfed infant consume daily?,recommendation,4,Mistral,True,,['vitamin d'],False,True
3072,"In your view, which option contains greater protein digestibility: millet porridge or sorghum?",comparison,1,Mistral,True,,['protein'],False,True
289,Nutrition management for anorexia nervosa with hypokalemia (K+ 2.8 mmol/L),therapy,5,Mistral,False,,[],True,False
2172,Outline a clinical nutrition plan for managing celiac disease with low-phytate foods.,therapy,5,TinyLlama,True,,['phytate'],True,True
761,What daily zinc intake is recommended for a 5-year-old with stunted growth?,recommendation,5,Mistral,True,,['zinc'],False,True
3341,Design a dietary intervention for improving magnesium status in celiac disease.,therapy,3,TinyLlama,True,,['magnesium'],False,True
3582,Design a dietary intervention for improving iron status in type 2 diabetes.,therapy,2,Mistral,False,general,['iron'],False,True
1357,Recommend dietary changes for reducing phytate intake in children under 5.,recommendation,3,Mistral,False,,['phytate'],False,True
1914,What contains greater protein digestibility: cassava flour or yam flour?,comparison,1,Mistral,False,,['protein'],False,True
2569,What is the best way to enhance magnesium absorption for adolescents?,recommendation,1,Mistral,False,,['magnesium'],False,True
902,Nutrition management recommendations for diabetic nephropathy with albumin:creatinine ratio 350 mg/g,therapy,5,Mistral,False,,"['albumin', 'creatinine']",True,True
341,Diet management for heart failure with hyponatremia (Na+ 128 mmol/L),therapy,5,Mistral,False,,[],True,False
225,Nutrition therapy for short bowel syndrome with D-xylose test 5 mg/dL,therapy,5,Mistral,False,,[],True,False
116,How much zinc should a 4-year-old with impaired immunity consume daily?,recommendation,5,Mistral,True,,['zinc'],False,True
719,How does iron bioavailability compare between fresh spinach and cooked spinach?,comparison,3,TinyLlama,True,,['iron'],False,True
2924,How does iron affect metabolic pathways in the human body?,general,1,TinyLlama,False,therapy,['iron'],False,True
1064,What's the suggested daily potassium intake for people on diuretics?,recommendation,4,Mistral,True,,['potassium'],False,True
1804,Evaluate the phytate amounts in cassava flour and oats based on the Food Composition Table.,comparison,5,TinyLlama,False,,['phytate'],False,True
3358,Outline a clinical nutrition plan for managing celiac disease with low-phytate foods.,therapy,3,TinyLlama,False,,['phytate'],False,True
675,How does zinc level compare between fresh and dried crayfish?,comparison,3,TinyLlama,True,,['zinc'],False,True
476,How much glucose fluctuation is dangerous for glycogen storage disease?,recommendation,5,Mistral,True,,['glucose'],False,True
3026,"Out of these, option shows more protein digestibility: wheat bread or maize flour?",comparison,5,TinyLlama,True,,['protein'],False,True
408,What foods should I eat for healthy skin?,recommendation,3,Mistral,True,therapy,[],False,False
746,What protein intake is ideal for children with kwashiorkor?,recommendation,5,Mistral,True,,['protein'],False,True
379,Nutrition therapy for hypertension with magnesium 1.2 mg/dL,therapy,5,Mistral,False,,['magnesium'],True,True
1261,Which has higher protein digestibility: lentils or maize flour?,comparison,1,TinyLlama,False,,['protein'],False,True
1035,How much vitamin C is in fresh versus frozen spinach?,general,3,Mistral,False,,['vitamin c'],False,True
3346,Propose a therapy combining dietary and supplement interventions for celiac disease.,therapy,1,TinyLlama,False,,[],False,False
925,What foods should I eat with type 2 diabetes and GLP-1 agonist treatment?,therapy,5,Mistral,False,,[],True,False
2925,What is the best way to enhance calcium absorption for athletes?,recommendation,1,TinyLlama,True,comparison,['calcium'],False,True
3535,Suggest dietary changes for reducing phytate intake in elderly patients.,recommendation,1,Mistral,False,therapy,['phytate'],False,True
2428,Compare the effects of vitamin D and vitamin K2 on calcium absorption.,comparison,3,TinyLlama,True,,"['calcium', 'vitamin d', 'vitamin k']",False,True
3565,How can clinical dietitians use phytate composition data in patient care?,general,4,Mistral,False,therapy,['phytate'],False,True
103,What's the recommended daily vitamin A intake for a child with xerophthalmia?,recommendation,5,Mistral,True,,['vitamin a'],False,True
